timestamp,name,X,Y,pitch,loaded,destination,Emergency,task-id
11,Wheeljack,19,6,90,false,,false,
12,Bluestreak,19,14,270,false,,false,
12,Bumblebee,4,9,90,false,,false,
12,Hound,2,18,270,false,,false,
12,Ironhide,2,12,270,true,Chengdu,false,
12,Jazz,18,2,90,false,,false,
12,Megatron,16,15,180,false,,false,
12,Optimus,5,6,0,true,Xiamen,false,
12,Ratchet,19,10,0,true,Suzhou,false,Ox-1
12,RedAlert,17,14,180,true,Shanghai,false,
12,Sideswipe,19,4,90,false,,false,
12,Smokescreen,2,17,270,false,,false,
12,Wheeljack,19,6,90,true,Kunming,false,Rabbit-1
13,Bluestreak,19,14,270,true,Chengdu,false,Monkey-2
13,Bumblebee,4,10,90,false,,false,
13,Hound,2,17,270,false,,false,
13,Ironhide,2,11,270,true,Chengdu,false,
13,Jazz,18,3,90,false,,true,
13,Megatron,16,15,0,false,,false,
13,Optimus,6,6,0,true,Xiamen,false,
13,Ratchet,19,10,180,true,Suzhou,false,
13,RedAlert,16,14,180,true,Shanghai,false,
13,Sideswipe,19,5,90,false,,false,
13,Smokescreen,2,16,270,false,,false,
13,Wheeljack,19,7,90,true,Kunming,false,
14,Bluestreak,19,13,270,true,Chengdu,false,
14,Bumblebee,4,10,180,false,,false,
14,Hound,2,16,270,false,,false,
14,Ironhide,2,10,270,true,Chengdu,false,
14,Jazz,18,4,90,false,,true,
14,Megatron,17,15,0,false,,false,
14,Optimus,7,6,0,true,Xiamen,false,
14,Ratchet,18,10,180,true,Suzhou,false,
14,RedAlert,15,14,180,true,Shanghai,false,
14,Sideswipe,19,6,90,false,,false,
14,Smokescreen,2,15,270,false,,false,
14,Wheeljack,19,8,90,true,Kunming,false,
15,Bluestreak,19,12,270,true,Chengdu,false,
15,Bumblebee,3,10,180,false,,false,
15,Hound,2,16,270,false,,false,
15,Ironhide,2,9,270,true,Chengdu,false,
15,Jazz,18,5,90,false,,true,
15,Megatron,18,15,0,false,,false,
15,Optimus,8,6,0,true,Xiamen,false,
15,Ratchet,17,10,180,true,Suzhou,false,
15,RedAlert,14,14,180,true,Shanghai,false,
15,Sideswipe,19,6,90,true,Hangzhou,false,Rabbit-2
15,Smokescreen,2,14,270,false,,false,
15,Wheeljack,19,9,90,true,Kunming,false,
16,Bluestreak,19,11,270,true,Chengdu,false,
16,Bumblebee,2,10,180,false,,false,
16,Hound,2,15,270,false,,false,
16,Ironhide,2,8,270,true,Chengdu,false,
16,Jazz,18,6,90,false,,true,
16,Megatron,19,15,0,false,,false,
16,Optimus,9,6,0,true,Xiamen,false,
16,Ratchet,16,10,180,true,Suzhou,false,
16,RedAlert,13,14,180,true,Shanghai,false,
16,Sideswipe,19,6,180,true,Hangzhou,false,
16,Smokescreen,2,14,270,true,Shenzhen,false,Horse-2
16,Wheeljack,19,9,180,true,Kunming,false,
17,Bluestreak,19,10,270,true,Chengdu,false,
17,Bumblebee,2,10,180,true,Hangzhou,false,Dragon-1
17,Hound,2,14,270,false,,false,
17,Ironhide,2,7,270,true,Chengdu,false,
17,Jazz,18,7,90,false,,true,
17,Megatron,19,15,270,false,,false,
17,Optimus,10,6,0,true,Xiamen,false,
17,Ratchet,15,10,180,true,Suzhou,false,
17,RedAlert,12,14,180,true,Shanghai,false,
17,Sideswipe,18,6,180,true,Hangzhou,false,
17,Smokescreen,2,13,270,true,Shenzhen,false,
17,Wheeljack,18,9,180,true,Kunming,false,
18,Bluestreak,19,9,270,true,Chengdu,false,
18,Bumblebee,2,10,0,true,Hangzhou,false,
18,Hound,2,13,270,false,,false,
18,Ironhide,2,6,270,true,Chengdu,false,
18,Jazz,18,8,90,false,,true,
18,Megatron,19,14,270,false,,false,
18,Optimus,11,6,0,true,Xiamen,false,
18,Ratchet,14,10,180,true,Suzhou,false,
18,RedAlert,11,14,180,true,Shanghai,false,
18,Sideswipe,17,6,180,true,Hangzhou,false,
18,Smokescreen,2,12,270,true,Shenzhen,false,
18,Wheeljack,17,9,180,true,Kunming,false,
19,Bluestreak,19,8,270,true,Chengdu,false,
19,Bumblebee,3,10,0,true,Hangzhou,false,
19,Hound,2,12,270,false,,false,
19,Ironhide,2,6,0,true,Chengdu,false,
19,Jazz,18,9,90,false,,true,
19,Megatron,19,13,270,false,,false,
19,Optimus,11,6,90,true,Xiamen,false,
19,Ratchet,13,10,180,true,Suzhou,false,
19,RedAlert,10,14,180,true,Shanghai,false,
19,Sideswipe,16,6,180,true,Hangzhou,false,
19,Smokescreen,2,11,270,true,Shenzhen,false,
19,Wheeljack,16,9,180,true,Kunming,false,
20,Bluestreak,19,7,270,true,Chengdu,false,
20,Bumblebee,4,10,0,true,Hangzhou,false,
20,Hound,2,11,270,false,,false,
20,Ironhide,3,6,0,true,Chengdu,false,
20,Jazz,18,10,90,false,,true,
20,Megatron,19,12,270,false,,false,
20,Optimus,11,7,90,true,Xiamen,false,
20,Ratchet,12,10,180,true,Suzhou,false,
20,RedAlert,9,14,180,true,Shanghai,false,
20,Sideswipe,15,6,180,true,Hangzhou,false,
20,Smokescreen,2,10,270,true,Shenzhen,false,
20,Wheeljack,15,9,180,true,Kunming,false,
21,Bluestreak,19,6,270,true,Chengdu,false,
21,Bumblebee,5,10,0,true,Hangzhou,false,
21,Hound,2,10,270,false,,false,
21,Ironhide,4,6,0,true,Chengdu,false,
21,Jazz,18,11,90,false,,true,
21,Megatron,19,11,270,false,,false,
21,Optimus,11,8,90,true,Xiamen,false,
21,Ratchet,11,10,180,true,Suzhou,false,
21,RedAlert,8,14,180,true,Shanghai,false,
21,Sideswipe,14,6,180,true,Hangzhou,false,
21,Smokescreen,2,9,270,true,Shenzhen,false,
21,Wheeljack,14,9,180,true,Kunming,false,
22,Bluestreak,19,5,270,true,Chengdu,false,
22,Bumblebee,5,10,90,true,Hangzhou,false,
22,Hound,2,9,270,false,,false,
22,Ironhide,5,6,0,true,Chengdu,false,
22,Jazz,18,12,90,false,,true,
22,Megatron,19,10,270,false,,false,
22,Optimus,11,8,90,false,,false,Tiger-1
22,Ratchet,10,10,180,true,Suzhou,false,
22,RedAlert,7,14,180,true,Shanghai,false,
22,Sideswipe,13,6,180,true,Hangzhou,false,
22,Smokescreen,2,8,270,true,Shenzhen,false,
22,Wheeljack,13,9,180,true,Kunming,false,
23,Bluestreak,19,5,180,true,Chengdu,false,
23,Bumblebee,5,11,90,true,Hangzhou,false,
23,Hound,2,8,270,false,,false,
23,Ironhide,6,6,0,true,Chengdu,false,
23,Jazz,18,13,90,false,,true,
23,Megatron,19,10,270,true,Wuhan,false,Ox-2
23,Optimus,11,8,270,false,,false,
23,Ratchet,9,10,180,true,Suzhou,false,
23,RedAlert,7,14,270,true,Shanghai,false,
23,Sideswipe,12,6,180,true,Hangzhou,false,
23,Smokescreen,2,7,270,true,Shenzhen,false,
23,Wheeljack,13,9,90,true,Kunming,false,
24,Bluestreak,18,5,180,true,Chengdu,false,
24,Bumblebee,5,12,90,true,Hangzhou,false,
24,Hound,2,8,270,false,,false,
24,Ironhide,7,6,0,true,Chengdu,false,
24,Jazz,18,14,90,false,,true,
24,Megatron,19,9,270,true,Wuhan,false,
24,Optimus,11,7,270,false,,false,
24,Ratchet,8,10,180,true,Suzhou,false,
24,RedAlert,7,13,270,true,Shanghai,false,
24,Sideswipe,11,6,180,true,Hangzhou,false,
24,Smokescreen,2,7,0,true,Shenzhen,false,
24,Wheeljack,13,10,90,true,Kunming,false,
25,Bluestreak,17,5,180,true,Chengdu,false,
25,Bumblebee,5,13,90,true,Hangzhou,false,
25,Hound,2,7,270,false,,false,
25,Ironhide,8,6,0,true,Chengdu,false,
25,Jazz,18,14,0,false,,true,
25,Megatron,19,9,180,true,Wuhan,false,
25,Optimus,11,7,0,false,,false,
25,Ratchet,7,10,180,true,Suzhou,false,
25,RedAlert,7,12,270,true,Shanghai,false,
25,Sideswipe,11,6,90,true,Hangzhou,false,
25,Smokescreen,3,7,0,true,Shenzhen,false,
25,Wheeljack,13,11,90,true,Kunming,false,
26,Bluestreak,16,5,180,true,Chengdu,false,
26,Bumblebee,5,14,90,true,Hangzhou,false,
26,Hound,2,6,270,false,,false,
26,Ironhide,9,6,0,true,Chengdu,false,
26,Jazz,19,14,0,false,,true,
26,Megatron,18,9,180,true,Wuhan,false,
26,Optimus,12,7,0,false,,false,
26,Ratchet,6,10,180,true,Suzhou,false,
26,RedAlert,7,11,270,true,Shanghai,false,
26,Sideswipe,11,7,90,true,Hangzhou,false,
26,Smokescreen,4,7,0,true,Shenzhen,false,
26,Wheeljack,13,12,90,true,Kunming,false,
27,Bluestreak,15,5,180,true,Chengdu,false,
27,Bumblebee,5,15,90,true,Hangzhou,false,
27,Hound,2,6,270,true,Changsha,false,Tiger-2
27,Ironhide,10,6,0,true,Chengdu,false,
27,Jazz,19,14,0,true,Beijing,true,Monkey-3
27,Megatron,17,9,180,true,Wuhan,false,
27,Optimus,13,7,0,false,,false,
27,Ratchet,6,10,90,true,Suzhou,false,
27,RedAlert,7,10,270,true,Shanghai,false,
27,Sideswipe,11,8,90,true,Hangzhou,false,
27,Smokescreen,5,7,0,true,Shenzhen,false,
27,Wheeljack,13,12,90,false,,false,Rabbit-1
28,Bluestreak,14,5,180,true,Chengdu,false,
28,Bumblebee,5,16,90,true,Hangzhou,false,
28,Hound,2,6,0,true,Changsha,false,
28,Ironhide,11,6,0,true,Chengdu,false,
28,Jazz,19,14,270,true,Beijing,true,
28,Megatron,16,9,180,true,Wuhan,false,
28,Optimus,14,7,0,false,,false,
28,Ratchet,6,11,90,true,Suzhou,false,
28,RedAlert,7,9,270,true,Shanghai,false,
28,Sideswipe,11,9,90,true,Hangzhou,false,
28,Smokescreen,6,7,0,true,Shenzhen,false,
28,Wheeljack,13,12,270,false,,false,
29,Bluestreak,13,5,180,true,Chengdu,false,
29,Bumblebee,5,16,90,false,,false,Dragon-1
29,Hound,3,6,0,true,Changsha,false,
29,Ironhide,11,6,270,true,Chengdu,false,
29,Jazz,19,13,270,true,Beijing,true,
29,Megatron,15,9,180,true,Wuhan,false,
29,Optimus,15,7,0,false,,false,
29,Ratchet,6,11,90,false,,false,Ox-1
29,RedAlert,7,8,270,true,Shanghai,false,
29,Sideswipe,11,10,90,true,Hangzhou,false,
29,Smokescreen,7,7,0,true,Shenzhen,false,
29,Wheeljack,13,11,270,false,,false,
30,Bluestreak,12,5,180,true,Chengdu,false,
30,Bumblebee,5,16,180,false,,false,
30,Hound,4,6,0,true,Changsha,false,
30,Ironhide,11,5,270,true,Chengdu,false,
30,Jazz,19,12,270,true,Beijing,true,
30,Megatron,14,9,180,true,Wuhan,false,
30,Optimus,16,7,0,false,,false,
30,Ratchet,6,11,180,false,,false,
30,RedAlert,7,8,270,false,,false,Monkey-1
30,Sideswipe,11,11,90,true,Hangzhou,false,
30,Smokescreen,8,7,0,true,Shenzhen,false,
30,Wheeljack,13,10,270,false,,false,
31,Bluestreak,12,5,180,false,,false,Monkey-2
31,Bumblebee,4,16,180,false,,false,
31,Hound,5,6,0,true,Changsha,false,
31,Ironhide,11,4,270,true,Chengdu,false,
31,Jazz,19,11,270,true,Beijing,true,
31,Megatron,13,9,180,true,Wuhan,false,
31,Optimus,17,7,0,false,,false,
31,Ratchet,5,11,180,false,,false,
31,RedAlert,7,7,270,false,,false,
31,Sideswipe,11,12,90,true,Hangzhou,false,
31,Smokescreen,9,7,0,true,Shenzhen,false,
31,Wheeljack,13,10,0,false,,false,
32,Bluestreak,12,5,0,false,,false,
32,Bumblebee,3,16,180,false,,false,
32,Hound,5,6,90,true,Changsha,false,
32,Ironhide,11,4,270,false,,false,Horse-1
32,Jazz,19,10,270,true,Beijing,true,
32,Megatron,12,9,180,true,Wuhan,false,
32,Optimus,18,7,0,false,,false,
32,Ratchet,4,11,180,false,,false,
32,RedAlert,7,6,270,false,,false,
32,Sideswipe,11,13,90,true,Hangzhou,false,
32,Smokescreen,10,7,0,true,Shenzhen,false,
32,Wheeljack,14,10,0,false,,false,
33,Bluestreak,13,5,0,false,,false,
33,Bumblebee,2,16,180,false,,false,
33,Hound,5,7,90,true,Changsha,false,
33,Ironhide,11,4,90,false,,false,
33,Jazz,19,9,270,true,Beijing,true,
33,Megatron,11,9,180,true,Wuhan,false,
33,Optimus,19,7,0,false,,false,
33,Ratchet,3,11,180,false,,false,
33,RedAlert,7,6,180,false,,false,
33,Sideswipe,11,14,90,true,Hangzhou,false,
33,Smokescreen,11,7,0,true,Shenzhen,false,
33,Wheeljack,15,10,0,false,,false,
34,Bluestreak,14,5,0,false,,false,
34,Bumblebee,2,16,270,false,,false,
34,Hound,5,8,90,true,Changsha,false,
34,Ironhide,11,5,90,false,,false,
34,Jazz,19,8,270,true,Beijing,true,
34,Megatron,10,9,180,true,Wuhan,false,
34,Optimus,19,7,270,false,,false,
34,Ratchet,2,11,180,false,,false,
34,RedAlert,6,6,180,false,,false,
34,Sideswipe,11,15,90,true,Hangzhou,false,
34,Smokescreen,12,7,0,true,Shenzhen,false,
34,Wheeljack,16,10,0,false,,false,
35,Bluestreak,15,5,0,false,,false,
35,Bumblebee,2,15,270,false,,false,
35,Hound,5,9,90,true,Changsha,false,
35,Ironhide,11,5,0,false,,false,
35,Jazz,19,7,270,true,Beijing,true,
35,Megatron,9,9,180,true,Wuhan,false,
35,Optimus,19,6,270,false,,false,
35,Ratchet,2,11,270,false,,false,
35,RedAlert,5,6,180,false,,false,
35,Sideswipe,11,15,180,true,Hangzhou,false,
35,Smokescreen,13,7,0,true,Shenzhen,false,
35,Wheeljack,17,10,0,false,,false,
36,Bluestreak,16,5,0,false,,false,
36,Bumblebee,2,14,270,false,,false,
36,Hound,5,10,90,true,Changsha,false,
36,Ironhide,12,5,0,false,,false,
36,Jazz,19,7,180,true,Beijing,true,
36,Megatron,9,9,180,false,,false,Ox-2
36,Optimus,19,6,270,true,Beijing,false,Rabbit-3
36,Ratchet,2,10,270,false,,false,
36,RedAlert,4,6,180,false,,false,
36,Sideswipe,10,15,180,true,Hangzhou,false,
36,Smokescreen,14,7,0,true,Shenzhen,false,
36,Wheeljack,18,10,0,false,,false,
37,Bluestreak,17,5,0,false,,false,
37,Bumblebee,2,14,270,true,Tianjin,false,Horse-3
37,Hound,5,11,90,true,Changsha,false,
37,Ironhide,13,5,0,false,,false,
37,Jazz,18,7,180,true,Beijing,true,
37,Megatron,8,9,180,false,,false,
37,Optimus,19,5,270,true,Beijing,false,
37,Ratchet,2,10,270,true,Beijing,false,Dragon-2
37,RedAlert,3,6,180,false,,false,
37,Sideswipe,9,15,180,true,Hangzhou,false,
37,Smokescreen,14,7,270,true,Shenzhen,false,
37,Wheeljack,19,10,0,false,,false,
38,Bluestreak,17,5,90,false,,false,
38,Bumblebee,2,13,270,true,Tianjin,false,
38,Hound,5,11,0,true,Changsha,false,
38,Ironhide,14,5,0,false,,false,
38,Jazz,17,7,180,true,Beijing,true,
38,Megatron,7,9,180,false,,false,
38,Optimus,19,4,270,true,Beijing,false,
38,Ratchet,2,9,270,true,Beijing,false,
38,RedAlert,2,6,180,false,,false,
38,Sideswipe,8,15,180,true,Hangzhou,false,
38,Smokescreen,14,6,270,true,Shenzhen,false,
38,Wheeljack,19,10,0,true,Beijing,false,Ox-3
39,Bluestreak,17,6,90,false,,false,
39,Bumblebee,2,13,0,true,Tianjin,false,
39,Hound,6,11,0,true,Changsha,false,
39,Ironhide,15,5,0,false,,false,
39,Jazz,16,7,180,true,Beijing,true,
39,Megatron,6,9,180,false,,false,
39,Optimus,19,3,270,true,Beijing,false,
39,Ratchet,2,8,270,true,Beijing,false,
39,RedAlert,2,6,180,true,Guangzhou,false,Tiger-3
39,Sideswipe,7,15,180,true,Hangzhou,false,
39,Smokescreen,14,5,270,true,Shenzhen,false,
39,Wheeljack,19,10,270,true,Beijing,false,
40,Bluestreak,17,7,90,false,,false,
40,Bumblebee,3,13,0,true,Tianjin,false,
40,Hound,7,11,0,true,Changsha,false,
40,Ironhide,16,5,0,false,,false,
40,Jazz,15,7,180,true,Beijing,true,
40,Megatron,5,9,180,false,,false,
40,Optimus,19,3,180,true,Beijing,false,
40,Ratchet,2,7,270,true,Beijing,false,
40,RedAlert,2,6,0,true,Guangzhou,false,
40,Sideswipe,6,15,180,true,Hangzhou,false,
40,Smokescreen,14,4,270,true,Shenzhen,false,
40,Wheeljack,19,9,270,true,Beijing,false,
41,Bluestreak,17,8,90,false,,false,
41,Bumblebee,4,13,0,true,Tianjin,false,
41,Hound,8,11,0,true,Changsha,false,
41,Ironhide,17,5,0,false,,false,
41,Jazz,14,7,180,true,Beijing,true,
41,Megatron,4,9,180,false,,false,
41,Optimus,18,3,180,true,Beijing,false,
41,Ratchet,2,6,270,true,Beijing,false,
41,RedAlert,3,6,0,true,Guangzhou,false,
41,Sideswipe,6,15,180,false,,false,Rabbit-2
41,Smokescreen,14,4,270,false,,false,Horse-2
41,Wheeljack,19,8,270,true,Beijing,false,
42,Bluestreak,17,9,90,false,,false,
42,Bumblebee,5,13,0,true,Tianjin,false,
42,Hound,9,11,0,true,Changsha,false,
42,Ironhide,18,5,0,false,,false,
42,Jazz,13,7,180,true,Beijing,true,
42,Megatron,3,9,180,false,,false,
42,Optimus,17,3,180,true,Beijing,false,
42,Ratchet,2,5,270,true,Beijing,false,
42,RedAlert,4,6,0,true,Guangzhou,false,
42,Sideswipe,5,15,180,false,,false,
42,Smokescreen,14,4,90,false,,false,
42,Wheeljack,19,7,270,true,Beijing,false,
43,Bluestreak,17,10,90,false,,false,
43,Bumblebee,6,13,0,true,Tianjin,false,
43,Hound,9,11,0,false,,false,Tiger-2
43,Ironhide,19,5,0,false,,false,
43,Jazz,12,7,180,true,Beijing,true,
43,Megatron,2,9,180,false,,false,
43,Optimus,16,3,180,true,Beijing,false,
43,Ratchet,2,4,270,true,Beijing,false,
43,RedAlert,5,6,0,true,Guangzhou,false,
43,Sideswipe,4,15,180,false,,false,
43,Smokescreen,14,5,90,false,,false,
43,Wheeljack,19,6,270,true,Beijing,false,
44,Bluestreak,17,11,90,false,,false,
44,Bumblebee,7,13,0,true,Tianjin,false,
44,Hound,9,11,180,false,,false,
44,Ironhide,19,5,90,false,,false,
44,Jazz,11,7,180,true,Beijing,true,
44,Megatron,2,9,90,false,,false,
44,Optimus,15,3,180,true,Beijing,false,
44,Ratchet,2,4,0,true,Beijing,false,
44,RedAlert,6,6,0,true,Guangzhou,false,
44,Sideswipe,3,15,180,false,,false,
44,Smokescreen,14,6,90,false,,false,
44,Wheeljack,19,6,180,true,Beijing,false,
45,Bluestreak,17,12,90,false,,false,
45,Bumblebee,8,13,0,true,Tianjin,false,
45,Hound,8,11,180,false,,false,
45,Ironhide,19,6,90,false,,false,
45,Jazz,10,7,180,true,Beijing,true,
45,Megatron,2,10,90,false,,false,
45,Optimus,14,3,180,true,Beijing,false,
45,Ratchet,3,4,0,true,Beijing,false,
45,RedAlert,7,6,0,true,Guangzhou,false,
45,Sideswipe,2,15,180,false,,false,
45,Smokescreen,14,7,90,false,,false,
45,Wheeljack,18,6,180,true,Beijing,false,
46,Bluestreak,17,13,90,false,,false,
46,Bumblebee,9,13,0,true,Tianjin,false,
46,Hound,7,11,180,false,,false,
46,Ironhide,19,6,90,true,Chengdu,false,Rabbit-4
46,Jazz,9,7,180,true,Beijing,true,
46,Megatron,2,10,90,true,Hangzhou,false,Dragon-3
46,Optimus,13,3,180,true,Beijing,false,
46,Ratchet,4,4,0,true,Beijing,false,
46,RedAlert,8,6,0,true,Guangzhou,false,
46,Sideswipe,2,15,270,false,,false,
46,Smokescreen,14,8,90,false,,false,
46,Wheeljack,17,6,180,true,Beijing,false,
47,Bluestreak,17,14,90,false,,false,
47,Bumblebee,10,13,0,true,Tianjin,false,
47,Hound,6,11,180,false,,false,
47,Ironhide,19,6,180,true,Chengdu,false,
47,Jazz,8,7,180,true,Beijing,true,
47,Megatron,2,11,90,true,Hangzhou,false,
47,Optimus,12,3,180,true,Beijing,false,
47,Ratchet,5,4,0,true,Beijing,false,
47,RedAlert,8,6,90,true,Guangzhou,false,
47,Sideswipe,2,14,270,false,,false,
47,Smokescreen,14,9,90,false,,false,
47,Wheeljack,16,6,180,true,Beijing,false,
48,Bluestreak,17,14,0,false,,false,
48,Bumblebee,11,13,0,true,Tianjin,false,
48,Hound,5,11,180,false,,false,
48,Ironhide,18,6,180,true,Chengdu,false,
48,Jazz,7,7,180,true,Beijing,true,
48,Megatron,2,12,90,true,Hangzhou,false,
48,Optimus,11,3,180,true,Beijing,false,
48,Ratchet,5,4,0,false,,false,Dragon-2
48,RedAlert,8,7,90,true,Guangzhou,false,
48,Sideswipe,2,14,270,true,Changsha,false,Horse-4
48,Smokescreen,14,10,90,false,,false,
48,Wheeljack,15,6,180,true,Beijing,false,
49,Bluestreak,18,14,0,false,,false,
49,Bumblebee,12,13,0,true,Tianjin,false,
49,Hound,4,11,180,false,,false,
49,Ironhide,17,6,180,true,Chengdu,false,
49,Jazz,7,7,270,true,Beijing,true,
49,Megatron,2,13,90,true,Hangzhou,false,
49,Optimus,10,3,180,true,Beijing,false,
49,Ratchet,5,4,90,false,,false,
49,RedAlert,8,8,90,true,Guangzhou,false,
49,Sideswipe,2,14,0,true,Changsha,false,
49,Smokescreen,14,10,0,false,,false,
49,Wheeljack,14,6,180,true,Beijing,false,
50,Bluestreak,19,14,0,false,,false,
50,Bumblebee,13,13,0,true,Tianjin,false,
50,Hound,3,11,180,false,,false,
50,Ironhide,16,6,180,true,Chengdu,false,
50,Jazz,7,6,270,true,Beijing,true,
50,Megatron,2,14,90,true,Hangzhou,false,
50,Optimus,9,3,180,true,Beijing,false,
50,Ratchet,5,5,90,false,,false,
50,RedAlert,8,9,90,true,Guangzhou,false,
50,Sideswipe,3,14,0,true,Changsha,false,
50,Smokescreen,15,10,0,false,,false,
50,Wheeljack,13,6,180,true,Beijing,false,
